file,error_percent,iou,auc
crack/000.png,1.049297396093607,0.0,0.8258037863603871
crack/001.png,1.2227602303028107,0.0,0.9546522562336239
crack/002.png,1.185301411896944,0.0,0.8504653866704334
crack/003.png,1.055899728089571,0.0,0.8730030522039158
crack/004.png,1.2068413197994232,0.0,0.9929972247521017
crack/005.png,1.0868041776120663,0.0,0.7086615572297741
crack/006.png,1.1911307461559772,0.0,0.8825342062650481
crack/007.png,1.0999619960784912,0.0,0.9234611468464123
crack/008.png,1.0933559387922287,0.0,0.8985525229927399
crack/009.png,1.196302566677332,0.0,0.8804832706036971
crack/010.png,1.1198299005627632,0.0,0.8038681833950436
crack/011.png,1.4154908247292042,0.0,0.501846176336211
crack/012.png,1.1083648540079594,0.0,0.944806860213308
crack/013.png,1.1134980246424675,0.0,0.833169926107088
crack/014.png,1.1213901452720165,0.0,0.9848691669711663
crack/015.png,1.1283809319138527,0.0,0.573445323186232
crack/016.png,1.144284661859274,0.0,0.7840761409678159
crack/017.png,1.139149907976389,0.0,0.967066867945325
crack/018.png,1.1793599463999271,0.0,0.9394515338215993
crack/019.png,1.0663177818059921,0.0,0.8720630900179273
crack/020.png,1.0316645726561546,0.0,0.9731906881062503
crack/021.png,1.0593526065349579,0.0,0.9571115632550877
crack/022.png,1.036653108894825,0.0,0.8467787037319814
faulty_imprint/000.png,1.0775038972496986,0.0,0.8712579449287607
faulty_imprint/001.png,1.0998796671628952,0.0,0.9019508290860938
faulty_imprint/002.png,1.116097904741764,0.0,0.8911901097896722
faulty_imprint/003.png,1.1192454025149345,0.0,0.8944879133277681
faulty_imprint/004.png,1.0620958171784878,0.0,0.4642633099796007
faulty_imprint/005.png,1.1028929613530636,0.0,0.41855613953608906
faulty_imprint/006.png,1.2041350826621056,0.0,0.9157548383224472
faulty_imprint/007.png,1.148823369294405,0.0,0.9120575939639989
faulty_imprint/008.png,1.0593037120997906,0.0,0.9349583600694751
faulty_imprint/009.png,1.0126344859600067,0.0,0.9070349579112005
faulty_imprint/010.png,1.1566923931241035,0.0,0.9124875893397528
faulty_imprint/011.png,1.1173473671078682,0.0,0.9389342111780801
faulty_imprint/012.png,1.0948797687888145,0.0,0.9047864477927148
faulty_imprint/013.png,1.0982779785990715,0.0,0.9011369653843502
faulty_imprint/014.png,1.1780527420341969,0.0,0.8477714817549744
faulty_imprint/015.png,1.15609522908926,0.0,0.877285043104882
faulty_imprint/016.png,1.1043482460081577,0.0,0.9104013630073458
faulty_imprint/017.png,1.1091500520706177,0.0,0.8711115930688802
faulty_imprint/018.png,1.132284291088581,0.0,0.9177208029674266
faulty_imprint/019.png,1.1241165921092033,0.0,0.9290379463577668
faulty_imprint/020.png,1.05465454980731,0.0,0.8615230368596201
faulty_imprint/021.png,0.9979234077036381,0.0,0.9535945725686411
good/000.png,1.0418997146189213,,
good/001.png,1.0514349676668644,,
good/002.png,1.1586115695536137,,
good/003.png,1.085415855050087,,
good/004.png,1.3929389417171478,,
good/005.png,1.2783250771462917,,
good/006.png,1.415758766233921,,
good/007.png,1.6455868259072304,,
good/008.png,1.1882435530424118,,
good/009.png,1.6836879774928093,,
good/010.png,1.0654252953827381,,
good/011.png,1.0816778056323528,,
